HomeTeam,AwayTeam,Date,FTHG,FTAG,FTR,Year,FTR1,HTP,ATP,HM1,HM2,HM3,AM1,AM2,AM3,HTGD,ATGD,DiffFormPts,DiffLP
Man City,Derby,26-12-2000,0,0,NH,2000,D,0.9,0.95,L,D,W,W,W,L,-0.4,-0.6,-0.25,2
Middlesbrough,Liverpool,26-12-2000,1,0,H,2000,H,0.75,1.65,D,W,L,W,W,L,-0.4,0.65,-0.2,8
Newcastle,Leeds,26-12-2000,2,1,H,2000,H,1.35,1.25,L,W,L,L,L,W,-0.2,-0.05,0.2,8
West Ham,Charlton,26-12-2000,5,0,H,2000,H,1.3,1.25,L,D,D,W,L,D,0.2,-0.2,0.2,-9
Southampton,Tottenham,27-12-2000,2,0,H,2000,H,1.05,1.3,D,L,W,D,D,D,-0.4,-0.05,-0.1,5
Arsenal,Sunderland,30-12-2000,2,2,NH,2000,D,1.75,1.6,L,D,W,W,L,W,0.6,0.05,-0.25,-5
Ipswich,Tottenham,30-12-2000,3,0,H,2000,H,1.619047619,1.238095238,D,L,W,L,D,D,0.333333333,-0.142857143,0.19047619,8
Man City,Charlton,30-12-2000,1,4,NH,2000,A,0.904761905,1.19047619,D,L,D,L,W,L,-0.380952381,-0.428571429,0.047619048,0
Middlesbrough,Coventry,30-12-2000,1,1,NH,2000,D,0.857142857,0.904761905,W,D,W,W,D,L,-0.333333333,-0.761904762,0,-2
Newcastle,Man United,30-12-2000,1,1,NH,2000,D,1.428571429,2.19047619,W,L,W,W,W,L,-0.142857143,1.571428571,-0.142857143,10
Southampton,Derby,30-12-2000,1,0,H,2000,H,1.142857143,0.952380952,W,D,L,D,W,W,-0.285714286,-0.571428571,-0.142857143,-1
Charlton,Arsenal,01-01-2001,1,0,H,2001,H,1.19047619,1.80952381,L,W,L,W,L,D,-0.428571429,0.80952381,-0.285714286,16
Chelsea,Aston Villa,01-01-2001,1,0,H,2001,H,1.285714286,1.380952381,D,W,L,L,L,W,0.476190476,0.19047619,0.238095238,-1
Coventry,Man City,01-01-2001,1,1,NH,2001,D,0.904761905,0.904761905,W,D,L,D,L,D,-0.761904762,-0.380952381,0.095238095,-4
Derby,Everton,01-01-2001,1,0,H,2001,H,0.952380952,1.047619048,D,W,W,L,L,D,-0.571428571,-0.523809524,0.428571429,3
Leeds,Middlesbrough,01-01-2001,1,1,NH,2001,D,1.238095238,0.857142857,D,L,L,W,D,W,-0.047619048,-0.333333333,-0.142857143,-9
Leicester,Bradford,01-01-2001,1,2,NH,2001,A,1.590909091,0.681818182,L,L,W,W,L,L,0.045454545,-1,0.090909091,-9
Liverpool,Southampton,01-01-2001,2,1,H,2001,H,1.636363636,1.227272727,W,L,W,W,W,D,0.590909091,-0.227272727,-0.045454545,-11
Man United,West Ham,01-01-2001,3,1,H,2001,H,2.136363636,1.318181818,D,W,W,L,W,L,1.5,0.318181818,0.136363636,-8
Sunderland,Ipswich,01-01-2001,4,1,H,2001,H,1.636363636,1.681818182,D,W,W,W,D,L,0.181818182,0.454545455,0,-11
Tottenham,Newcastle,02-01-2001,4,2,H,2001,H,1.181818182,1.409090909,L,L,D,D,W,L,-0.272727273,-0.136363636,-0.181818182,-1
Arsenal,Chelsea,13-01-2001,1,1,NH,2001,D,1.772727273,1.363636364,D,W,L,W,D,W,0.772727273,0.5,-0.090909091,-3
Aston Villa,Liverpool,13-01-2001,0,3,NH,2001,A,1.318181818,1.636363636,L,L,L,W,L,W,0.045454545,0.590909091,-0.227272727,2
Bradford,Man United,13-01-2001,0,3,NH,2001,A,0.681818182,2.136363636,W,L,L,D,W,W,-1,1.5,-0.181818182,16
Everton,Tottenham,13-01-2001,0,0,NH,2001,D,1,1.181818182,L,L,L,L,L,D,-0.545454545,-0.272727273,-0.090909091,3
Man City,Leeds,13-01-2001,0,4,NH,2001,A,0.863636364,1.318181818,L,D,L,W,D,L,-0.5,0.136363636,-0.090909091,15
Middlesbrough,Derby,13-01-2001,4,0,H,2001,H,0.869565217,1,D,D,W,W,L,D,-0.304347826,-0.52173913,-0.043478261,-4
Newcastle,Coventry,13-01-2001,3,1,H,2001,H,1.347826087,0.913043478,L,D,W,D,D,W,-0.217391304,-0.695652174,0.043478261,-3
Southampton,Charlton,13-01-2001,0,0,NH,2001,D,1.173913043,1.347826087,L,W,W,W,W,L,-0.260869565,-0.217391304,-0.086956522,-3
West Ham,Sunderland,13-01-2001,0,2,NH,2001,A,1.260869565,1.695652174,L,L,W,W,D,W,0.217391304,0.304347826,-0.260869565,2
Ipswich,Leicester,14-01-2001,2,0,H,2001,H,1.608695652,1.52173913,L,W,D,L,L,L,0.304347826,-0.043478261,0.043478261,10
Chelsea,Ipswich,20-01-2001,4,1,H,2001,H,1.347826087,1.608695652,D,W,D,L,W,D,0.47826087,0.304347826,0.043478261,-13
Coventry,Everton,20-01-2001,1,3,NH,2001,A,0.913043478,1,D,D,W,D,L,L,-0.695652174,-0.52173913,0.173913043,1
Derby,Man City,20-01-2001,1,1,NH,2001,D,1,0.869565217,W,L,D,D,L,D,-0.52173913,-0.47826087,0.304347826,-2
Leeds,Newcastle,20-01-2001,1,3,NH,2001,A,1.260869565,1.347826087,L,W,D,L,D,W,0.043478261,-0.217391304,-0.130434783,-8
Leicester,Arsenal,20-01-2001,0,0,NH,2001,D,1.52173913,1.695652174,L,L,L,L,D,W,-0.043478261,0.695652174,0.043478261,6
Liverpool,Middlesbrough,20-01-2001,0,0,NH,2001,D,1.666666667,0.958333333,D,W,W,W,D,D,0.666666667,-0.125,0.041666667,-8
Man United,Aston Villa,20-01-2001,2,0,H,2001,H,2.208333333,1.208333333,W,W,D,L,L,L,1.583333333,-0.083333333,0.541666667,-5
Tottenham,Southampton,20-01-2001,0,0,NH,2001,D,1.25,1.166666667,D,W,L,D,L,W,-0.166666667,-0.25,-0.125,-5
Sunderland,Bradford,21-01-2001,0,0,NH,2001,D,1.75,0.666666667,W,W,D,D,L,W,0.375,-1.041666667,0.375,-10
Charlton,West Ham,22-01-2001,1,1,NH,2001,D,1.333333333,1.25,D,W,W,D,L,L,-0.208333333,0.208333333,0.25,9
Aston Villa,Leeds,24-01-2001,1,2,NH,2001,A,1.208333333,1.333333333,L,L,L,W,L,W,-0.083333333,0.083333333,-0.291666667,3
Arsenal,Bradford,30-01-2001,2,0,H,2001,H,1.666666667,0.666666667,D,L,D,D,L,W,0.666666667,-1.041666667,0.041666667,-15
Charlton,Derby,30-01-2001,2,1,H,2001,H,1.333333333,0.958333333,D,W,W,L,W,L,-0.208333333,-0.666666667,0.125,2
Chelsea,Newcastle,31-01-2001,3,1,H,2001,H,1.416666667,1.416666667,W,D,W,W,L,D,0.583333333,-0.125,0.166666667,-6
Everton,Middlesbrough,31-01-2001,2,2,NH,2001,D,1.083333333,0.958333333,W,D,L,W,D,D,-0.416666667,-0.125,-0.208333333,1
Leeds,Coventry,31-01-2001,1,0,H,2001,H,1.4,0.84,W,W,L,L,L,D,0.12,-0.8,0.2,-11
Man City,Liverpool,31-01-2001,1,1,NH,2001,D,0.84,1.64,D,L,D,D,D,W,-0.6,0.64,-0.2,14
Southampton,Leicester,31-01-2001,1,0,H,2001,H,1.16,1.44,D,D,L,L,D,L,-0.24,-0.08,0.28,7
Sunderland,Man United,31-01-2001,0,1,NH,2001,A,1.72,2.24,D,W,W,W,W,W,0.36,1.6,-0.08,6
West Ham,Tottenham,31-01-2001,0,0,NH,2001,D,1.24,1.24,D,D,L,D,D,W,0.2,-0.16,0,-1
Bradford,Aston Villa,03-02-2001,0,3,NH,2001,A,0.64,1.28,L,D,L,W,L,L,-1.08,0.04,0.04,11
Coventry,Arsenal,03-02-2001,0,1,NH,2001,A,0.84,1.64,L,L,D,D,D,L,-0.8,0.64,-0.04,12
Derby,Sunderland,03-02-2001,1,0,H,2001,H,0.96,1.72,D,L,W,D,W,W,-0.64,0.36,-0.24,9
Ipswich,Leeds,03-02-2001,1,2,NH,2001,A,1.6,1.4,L,W,L,W,W,L,0.24,0.12,-0.12,15
Leicester,Chelsea,03-02-2001,2,1,H,2001,H,1.44,1.48,L,D,L,W,W,D,-0.08,0.64,-0.4,3
Liverpool,West Ham,03-02-2001,3,0,H,2001,H,1.692307692,1.192307692,W,D,D,L,D,D,0.730769231,0.076923077,0.346153846,-5
Man United,Everton,03-02-2001,1,0,H,2001,H,2.269230769,1.038461538,W,W,W,L,D,W,1.576923077,-0.423076923,0.307692308,-12
Middlesbrough,Man City,03-02-2001,1,1,NH,2001,D,0.961538462,0.846153846,D,D,W,D,D,L,-0.115384615,-0.576923077,0.153846154,-6
Tottenham,Charlton,03-02-2001,0,0,NH,2001,D,1.230769231,1.384615385,D,D,D,W,D,D,-0.153846154,-0.153846154,-0.192307692,-8
Everton,Leeds,07-02-2001,2,2,NH,2001,D,1.038461538,1.461538462,L,D,W,W,W,W,-0.423076923,0.153846154,-0.269230769,10
Arsenal,Ipswich,10-02-2001,1,0,H,2001,H,1.692307692,1.538461538,W,D,D,L,L,W,0.692307692,0.192307692,0,-16
Aston Villa,Middlesbrough,10-02-2001,1,1,NH,2001,D,1.269230769,0.961538462,D,W,L,D,D,W,0.038461538,-0.115384615,-0.115384615,-6
Chelsea,Man United,10-02-2001,1,1,NH,2001,D,1.423076923,2.269230769,L,W,W,W,W,W,0.576923077,1.576923077,-0.115384615,4
Everton,Leicester,10-02-2001,2,1,H,2001,H,1.038461538,1.5,L,D,W,W,L,D,-0.423076923,-0.038461538,0.038461538,5
Leeds,Derby,10-02-2001,0,0,NH,2001,D,1.461538462,0.923076923,W,W,W,L,D,L,0.153846154,-0.653846154,0.307692308,-13
Man City,Tottenham,10-02-2001,0,1,NH,2001,A,0.851851852,1.222222222,D,D,D,D,D,D,-0.555555556,-0.148148148,-0.111111111,8
Southampton,Bradford,10-02-2001,2,0,H,2001,H,1.296296296,0.592592593,W,W,D,L,L,L,-0.111111111,-1.185185185,0.259259259,-2
Sunderland,Liverpool,10-02-2001,1,1,NH,2001,D,1.592592593,1.666666667,L,L,D,D,W,D,0.259259259,0.703703704,-0.074074074,3
Charlton,Newcastle,11-02-2001,2,0,H,2001,H,1.37037037,1.37037037,D,W,D,L,L,W,-0.148148148,-0.185185185,0.111111111,7
West Ham,Coventry,12-02-2001,1,1,NH,2001,D,1.185185185,0.777777778,D,L,D,L,L,L,0.074074074,-0.814814815,0.074074074,-5
Bradford,West Ham,24-02-2001,1,2,NH,2001,A,0.592592593,1.185185185,L,L,L,D,L,D,-1.185185185,0.074074074,-0.074074074,8
Coventry,Charlton,24-02-2001,2,2,NH,2001,D,0.777777778,1.37037037,L,L,L,D,W,D,-0.814814815,-0.148148148,-0.296296296,-4
Derby,Aston Villa,24-02-2001,1,0,H,2001,H,1,1.222222222,W,L,D,L,D,W,-0.592592593,0,0.111111111,10
Ipswich,Everton,24-02-2001,2,0,H,2001,H,1.481481481,1.037037037,L,L,L,D,L,D,0.148148148,-0.407407407,-0.111111111,5
Leicester,Sunderland,24-02-2001,2,0,H,2001,H,1.444444444,1.592592593,L,W,L,L,L,D,-0.074074074,0.259259259,-0.111111111,1
Middlesbrough,Southampton,24-02-2001,0,1,NH,2001,A,0.964285714,1.357142857,D,D,D,W,W,W,-0.107142857,-0.071428571,-0.142857143,-3
Newcastle,Man City,24-02-2001,0,1,NH,2001,A,1.321428571,0.821428571,L,L,L,L,D,D,-0.214285714,-0.571428571,0.107142857,-7
Tottenham,Leeds,24-02-2001,1,2,NH,2001,A,1.285714286,1.428571429,W,D,D,D,D,W,-0.107142857,0.142857143,-0.142857143,7
Man United,Arsenal,25-02-2001,6,1,H,2001,H,2.25,1.785714286,D,W,W,W,W,W,1.5,0.714285714,0.071428571,-1
Arsenal,West Ham,03-03-2001,3,0,H,2001,H,1.785714286,1.25,W,W,W,W,D,L,0.714285714,0.107142857,0.178571429,-7
Coventry,Chelsea,03-03-2001,0,0,NH,2001,D,0.785714286,1.392857143,D,L,L,D,D,L,-0.785714286,0.535714286,-0.25,9
Derby,Tottenham,03-03-2001,2,1,H,2001,H,1,1.285714286,D,W,L,W,D,D,-0.571428571,-0.107142857,-0.071428571,6
Everton,Newcastle,03-03-2001,1,1,NH,2001,D,1.107142857,1.321428571,W,D,L,L,L,L,-0.357142857,-0.214285714,0.071428571,2
Leeds,Man United,03-03-2001,1,1,NH,2001,D,1.428571429,2.25,D,D,W,D,W,W,0.142857143,1.5,-0.071428571,2
Leicester,Liverpool,03-03-2001,2,0,H,2001,H,1.5,1.607142857,W,L,W,L,D,W,0,0.607142857,0.035714286,4
Man City,Southampton,03-03-2001,0,1,NH,2001,A,0.896551724,1.413793103,W,L,D,W,W,W,-0.517241379,-0.034482759,-0.24137931,3
Middlesbrough,Charlton,03-03-2001,0,0,NH,2001,D,0.931034483,1.413793103,L,D,D,D,W,D,-0.137931034,-0.068965517,-0.172413793,-6
Ipswich,Bradford,04-03-2001,3,1,H,2001,H,1.586206897,0.551724138,W,W,L,L,L,L,0.275862069,-1.206896552,0.206896552,1
Sunderland,Aston Villa,05-03-2001,1,1,NH,2001,D,1.517241379,1.275862069,L,D,L,W,D,L,0.172413793,0.034482759,-0.206896552,1
West Ham,Chelsea,07-03-2001,0,2,NH,2001,A,1.206896552,1.448275862,L,W,D,W,D,D,0,0.586206897,-0.103448276,4
Aston Villa,Ipswich,10-03-2001,2,1,H,2001,H,1.275862069,1.586206897,W,D,L,W,W,L,0.034482759,0.275862069,0.068965517,-12
Bradford,Man City,17-03-2001,2,2,NH,2001,D,0.551724138,0.896551724,L,L,L,W,L,D,-1.206896552,-0.517241379,-0.206896552,-1
Charlton,Leeds,17-03-2001,1,2,NH,2001,A,1.413793103,1.482758621,D,W,D,W,D,D,-0.068965517,0.172413793,-0.068965517,15
Chelsea,Sunderland,17-03-2001,2,4,NH,2001,A,1.448275862,1.517241379,W,D,D,L,D,L,0.586206897,0.172413793,0.206896552,-2
Man United,Leicester,17-03-2001,2,0,H,2001,H,2.275862069,1.551724138,W,D,W,W,W,L,1.620689655,0.068965517,0.137931034,-7
Newcastle,Middlesbrough,17-03-2001,1,2,NH,2001,A,1.266666667,0.933333333,L,D,L,D,L,D,-0.233333333,-0.133333333,-0.1,-1
Southampton,Everton,17-03-2001,1,0,H,2001,H,1.466666667,1.066666667,W,W,W,D,L,W,0,-0.4,0.333333333,2
Tottenham,Coventry,17-03-2001,3,0,H,2001,H,1.2,0.8,L,L,W,D,D,D,-0.166666667,-0.733333333,0.066666667,-4
West Ham,Ipswich,17-03-2001,0,1,NH,2001,A,1.166666667,1.533333333,L,L,W,L,W,W,-0.066666667,0.233333333,-0.066666667,-9
Aston Villa,Arsenal,18-03-2001,0,0,NH,2001,D,1.266666667,1.766666667,D,W,D,W,L,W,0.033333333,0.6,-0.2,4
Liverpool,Derby,18-03-2001,1,1,NH,2001,D,1.633333333,1.133333333,W,D,L,W,W,D,0.633333333,-0.466666667,-0.066666667,-12
Arsenal,Tottenham,31-03-2001,2,0,H,2001,H,1.766666667,1.2,W,L,W,L,L,W,0.6,-0.166666667,0.233333333,-8
Bradford,Newcastle,31-03-2001,2,2,NH,2001,D,0.566666667,1.266666667,D,L,L,L,D,L,-1.166666667,-0.233333333,0,6
Chelsea,Middlesbrough,31-03-2001,2,1,H,2001,H,1.4,0.933333333,L,W,D,D,L,D,0.5,-0.133333333,0.033333333,-7
Coventry,Derby,31-03-2001,2,0,H,2001,H,0.8,1.133333333,D,D,D,W,W,D,-0.733333333,-0.466666667,-0.233333333,-2
Liverpool,Man United,31-03-2001,2,0,H,2001,H,1.612903226,2.258064516,D,W,D,W,D,W,0.612903226,1.580645161,-0.161290323,3
Man City,Aston Villa,31-03-2001,1,3,NH,2001,A,0.870967742,1.322580645,D,L,W,W,D,W,-0.516129032,0.096774194,-0.096774194,12
Sunderland,Leeds,31-03-2001,0,2,NH,2001,A,1.548387097,1.516129032,W,D,L,W,D,W,0.225806452,0.193548387,-0.129032258,4
West Ham,Everton,31-03-2001,0,2,NH,2001,A,1.129032258,1.032258065,L,L,L,L,D,L,-0.096774194,-0.419354839,-0.032258065,-4
Charlton,Leicester,01-04-2001,2,0,H,2001,H,1.35483871,1.451612903,L,D,D,L,L,W,-0.096774194,-0.064516129,0,10
Southampton,Ipswich,02-04-2001,0,3,NH,2001,A,1.419354839,1.580645161,L,W,W,W,L,W,-0.096774194,0.258064516,0.096774194,-3
Aston Villa,Leicester,04-04-2001,2,1,H,2001,H,1.322580645,1.451612903,W,D,W,L,L,W,0.096774194,-0.064516129,0.064516129,-2
Aston Villa,West Ham,07-04-2001,2,2,NH,2001,D,1.322580645,1.129032258,W,D,W,L,L,L,0.096774194,-0.096774194,0.129032258,-3
Derby,Chelsea,07-04-2001,0,4,NH,2001,A,1.129032258,1.451612903,D,W,W,W,L,W,-0.451612903,0.516129032,0.096774194,11
Leeds,Southampton,07-04-2001,2,0,H,2001,H,1.516129032,1.419354839,W,D,W,L,W,W,0.193548387,-0.096774194,-0.096774194,-12
Leicester,Coventry,07-04-2001,1,3,NH,2001,A,1.40625,0.84375,L,L,L,W,L,D,-0.09375,-0.71875,0,-6
Everton,Man City,08-04-2001,3,1,H,2001,H,1.09375,0.84375,W,L,D,L,D,L,-0.34375,-0.5625,0.09375,-5
Middlesbrough,Sunderland,09-04-2001,0,0,NH,2001,D,0.96875,1.5,L,W,D,L,W,D,-0.125,0.15625,0,5
Ipswich,Liverpool,10-04-2001,1,1,NH,2001,D,1.625,1.5625,W,W,L,L,D,W,0.34375,0.5625,0.21875,14
Man United,Charlton,10-04-2001,2,1,H,2001,H,2.1875,1.40625,L,W,D,W,L,D,1.46875,-0.03125,0,-17
Tottenham,Bradford,10-04-2001,2,1,H,2001,H,1.21875,0.5625,L,W,L,L,D,D,-0.125,-1.125,0.125,-7
Man City,Arsenal,11-04-2001,0,4,NH,2001,A,0.84375,1.78125,L,D,L,W,D,W,-0.5625,0.625,-0.1875,16
Bradford,Charlton,13-04-2001,2,0,H,2001,H,0.5625,1.40625,L,D,D,W,L,D,-1.125,-0.03125,-0.1875,-1
Liverpool,Leeds,13-04-2001,1,2,NH,2001,A,1.5625,1.5625,L,D,W,W,W,D,0.5625,0.25,-0.1875,1
Arsenal,Middlesbrough,14-04-2001,0,3,NH,2001,A,1.78125,0.96875,W,D,W,L,W,D,0.625,-0.125,0.15625,-10
Aston Villa,Everton,14-04-2001,2,1,H,2001,H,1.363636364,1.151515152,D,W,W,W,W,L,0.121212121,-0.272727273,0.121212121,-7
Chelsea,Southampton,14-04-2001,1,0,H,2001,H,1.545454545,1.333333333,W,W,W,L,L,L,0.636363636,-0.181818182,0.181818182,-10
Ipswich,Newcastle,14-04-2001,1,0,H,2001,H,1.606060606,1.272727273,D,W,W,W,L,D,0.333333333,-0.212121212,0.151515152,7
Leicester,Man City,14-04-2001,1,2,NH,2001,A,1.363636364,0.818181818,L,L,L,L,L,D,-0.151515152,-0.606060606,-0.03030303,-10
Man United,Coventry,14-04-2001,4,2,H,2001,H,2.212121212,0.909090909,W,L,W,W,W,L,1.454545455,-0.636363636,0.060606061,-13
Sunderland,Tottenham,14-04-2001,2,3,NH,2001,A,1.484848485,1.272727273,D,L,W,W,L,W,0.151515152,-0.090909091,-0.03030303,-3
West Ham,Derby,14-04-2001,3,1,H,2001,H,1.090909091,1.060606061,D,L,L,L,L,D,-0.151515152,-0.606060606,-0.181818182,-7
Coventry,Sunderland,16-04-2001,1,0,H,2001,H,0.909090909,1.484848485,W,W,L,D,L,W,-0.636363636,0.151515152,0.090909091,7
Derby,Leicester,16-04-2001,2,0,H,2001,H,1.060606061,1.363636364,L,L,D,L,L,L,-0.606060606,-0.151515152,0.121212121,8
Everton,Liverpool,16-04-2001,2,3,NH,2001,A,1.151515152,1.606060606,W,W,L,W,L,D,-0.272727273,0.575757576,-0.03030303,9
Middlesbrough,Ipswich,16-04-2001,1,2,NH,2001,A,1.029411765,1.647058824,W,D,L,W,D,W,-0.029411765,0.352941176,-0.058823529,-6
Newcastle,West Ham,16-04-2001,2,1,H,2001,H,1.264705882,1.147058824,D,W,L,W,D,L,-0.205882353,-0.088235294,0.029411765,2
Charlton,Aston Villa,17-04-2001,3,3,NH,2001,D,1.323529412,1.411764706,L,L,W,W,D,W,-0.117647059,0.147058824,-0.205882353,12
Tottenham,Chelsea,17-04-2001,0,3,NH,2001,A,1.323529412,1.588235294,W,W,L,W,W,W,-0.058823529,0.705882353,-0.088235294,5
Arsenal,Everton,21-04-2001,4,1,H,2001,H,1.764705882,1.117647059,L,W,W,L,W,W,0.617647059,-0.294117647,0.088235294,-11
Aston Villa,Southampton,21-04-2001,0,0,NH,2001,D,1.411764706,1.323529412,W,D,W,D,L,L,0.147058824,-0.176470588,0.205882353,-9
Bradford,Derby,21-04-2001,2,0,H,2001,H,0.705882353,1.029411765,W,W,L,L,L,L,-0.941176471,-0.647058824,0.117647059,1
Chelsea,Charlton,21-04-2001,0,1,NH,2001,A,1.588235294,1.323529412,W,W,W,L,L,W,0.705882353,-0.117647059,0.235294118,-13
Ipswich,Coventry,21-04-2001,2,0,H,2001,H,1.647058824,0.882352941,W,D,W,L,W,W,0.352941176,-0.676470588,0.088235294,4
Leicester,Middlesbrough,21-04-2001,0,3,NH,2001,A,1.323529412,1.029411765,L,L,L,W,D,L,-0.176470588,-0.029411765,-0.235294118,-4
Man United,Man City,21-04-2001,1,1,NH,2001,D,2.2,0.857142857,D,W,W,W,L,L,1.428571429,-0.657142857,0.171428571,-17
Sunderland,Newcastle,21-04-2001,1,1,NH,2001,D,1.4,1.314285714,L,L,D,W,D,W,0.085714286,-0.171428571,-0.114285714,-4
West Ham,Leeds,21-04-2001,0,2,NH,2001,A,1.114285714,1.685714286,L,W,D,W,W,W,-0.114285714,0.371428571,-0.314285714,6
Liverpool,Tottenham,22-04-2001,3,1,H,2001,H,1.685714286,1.285714286,W,W,W,L,W,W,0.657142857,-0.142857143,0.028571429,-6
Coventry,Liverpool,28-04-2001,0,2,NH,2001,A,0.942857143,1.685714286,W,L,W,W,W,W,-0.628571429,0.657142857,-0.028571429,10
Derby,Arsenal,28-04-2001,1,2,NH,2001,A,1.085714286,1.8,W,L,L,W,L,W,-0.571428571,0.685714286,-0.171428571,14
Everton,Bradford,28-04-2001,2,1,H,2001,H,1.085714286,0.685714286,L,L,W,L,W,W,-0.314285714,-0.942857143,-0.028571429,-4
Leeds,Chelsea,28-04-2001,2,0,H,2001,H,1.685714286,1.542857143,W,W,W,L,W,W,0.371428571,0.657142857,0.085714286,-2
Man City,West Ham,28-04-2001,1,0,H,2001,H,0.857142857,1.114285714,W,L,L,L,W,D,-0.657142857,-0.114285714,0,9
Middlesbrough,Man United,28-04-2001,0,2,NH,2001,A,1,2.2,L,W,D,D,W,W,-0.057142857,1.428571429,-0.085714286,11
Newcastle,Leicester,28-04-2001,1,0,H,2001,H,1.305555556,1.25,D,W,D,L,L,L,-0.166666667,-0.305555556,0.222222222,3
Southampton,Sunderland,28-04-2001,0,1,NH,2001,A,1.277777778,1.388888889,D,L,D,D,L,L,-0.194444444,0.083333333,0,8
Tottenham,Aston Villa,28-04-2001,0,0,NH,2001,D,1.25,1.388888889,L,L,W,D,D,W,-0.194444444,0.138888889,-0.083333333,4
Charlton,Ipswich,30-04-2001,2,1,H,2001,H,1.361111111,1.722222222,W,D,L,W,W,W,-0.083333333,0.416666667,-0.166666667,0
Bradford,Liverpool,01-05-2001,0,2,NH,2001,A,0.666666667,1.722222222,L,L,W,W,W,W,-0.972222222,0.694444444,-0.166666667,13
Newcastle,Southampton,01-05-2001,1,1,NH,2001,D,1.305555556,1.277777778,D,W,D,D,L,D,-0.166666667,-0.194444444,0.166666667,-4
Arsenal,Leeds,05-05-2001,2,1,H,2001,H,1.833333333,1.722222222,W,W,L,W,W,W,0.694444444,0.416666667,-0.083333333,-1
Aston Villa,Coventry,05-05-2001,3,2,H,2001,H,1.388888889,0.916666667,D,D,W,L,W,L,0.138888889,-0.666666667,0,-8
Bradford,Middlesbrough,05-05-2001,1,1,NH,2001,D,0.666666667,1.055555556,L,L,W,W,L,W,-0.972222222,0.027777778,-0.027777778,5
Chelsea,Everton,05-05-2001,2,1,H,2001,H,1.5,1.055555556,L,L,W,L,L,L,0.583333333,-0.388888889,0.083333333,-8
Leicester,Tottenham,05-05-2001,4,2,H,2001,H,1.216216216,1.243243243,L,L,L,D,L,L,-0.324324324,-0.189189189,-0.189189189,-2
Liverpool,Newcastle,05-05-2001,3,0,H,2001,H,1.756756757,1.27027027,W,W,W,L,D,W,0.756756757,-0.243243243,0.189189189,-7
Man United,Derby,05-05-2001,0,1,NH,2001,A,2.162162162,1.027027027,L,W,D,L,L,W,1.378378378,-0.621621622,0.189189189,-15
Sunderland,Charlton,05-05-2001,3,2,H,2001,H,1.432432432,1.405405405,W,D,L,W,W,D,0.108108108,-0.054054054,-0.054054054,-11
West Ham,Southampton,05-05-2001,3,0,H,2001,H,1.054054054,1.243243243,L,L,L,L,D,L,-0.189189189,-0.27027027,0.054054054,-6
Ipswich,Man City,07-05-2001,2,1,H,2001,H,1.675675676,0.918918919,L,W,W,W,D,W,0.378378378,-0.594594595,0.081081081,0
Liverpool,Chelsea,08-05-2001,2,2,NH,2001,D,1.756756757,1.540540541,W,W,W,W,L,L,0.756756757,0.594594595,0.162162162,-1
Leeds,Bradford,13-05-2001,6,1,H,2001,H,1.675675676,0.675675676,L,W,W,D,L,L,0.378378378,-0.945945946,0.135135135,-14
Southampton,Man United,13-05-2001,2,1,H,2001,H,1.243243243,2.162162162,L,D,L,L,W,D,-0.27027027,1.378378378,-0.216216216,14
Newcastle,Arsenal,15-05-2001,0,0,NH,2001,D,1.27027027,1.864864865,L,D,W,W,W,W,-0.243243243,0.702702703,-0.108108108,9
Charlton,Liverpool,19-05-2001,0,4,NH,2001,A,1.368421053,1.736842105,L,W,W,D,W,W,-0.078947368,0.736842105,-0.157894737,14
Coventry,Bradford,19-05-2001,0,0,NH,2001,D,0.868421053,0.657894737,L,L,L,L,D,L,-0.710526316,-1.052631579,-0.026315789,-3
Derby,Ipswich,19-05-2001,1,1,NH,2001,D,1.078947368,1.710526316,W,L,L,W,L,W,-0.578947368,0.394736842,-0.157894737,-2
Everton,Sunderland,19-05-2001,2,2,NH,2001,D,1.078947368,1.473684211,L,W,L,W,W,D,-0.368421053,0.131578947,-0.105263158,6
Leeds,Leicester,19-05-2001,3,1,H,2001,H,1.710526316,1.263157895,W,L,W,W,L,L,0.5,-0.263157895,0.236842105,-5
Man City,Chelsea,19-05-2001,1,2,NH,2001,A,0.894736842,1.526315789,L,W,D,D,W,L,-0.605263158,0.578947368,0,13
Middlesbrough,West Ham,19-05-2001,2,1,H,2001,H,1.026315789,1.105263158,D,L,W,W,L,L,-0.026315789,-0.105263158,0.026315789,3
Newcastle,Aston Villa,19-05-2001,3,0,H,2001,H,1.263157895,1.421052632,D,L,D,W,D,D,-0.236842105,0.157894737,-0.078947368,5
Southampton,Arsenal,19-05-2001,3,2,H,2001,H,1.289473684,1.842105263,W,L,D,D,W,W,-0.236842105,0.684210526,-0.131578947,13
Tottenham,Man United,19-05-2001,3,1,H,2001,H,1.210526316,2.105263158,L,D,L,L,L,W,-0.236842105,1.315789474,-0.078947368,9
Charlton,Everton,18-08-2001,1,2,NH,2001,H,0,0,W,W,W,W,W,W,0,0,0,-7
Derby,Blackburn,18-08-2001,2,1,H,2001,H,0,0,W,W,W,W,W,W,0,0,0,-1
Leeds,Southampton,18-08-2001,2,0,H,2001,A,0,0,W,W,W,W,W,W,0,0,0,-6
Leicester,Bolton,18-08-2001,0,5,NH,2001,D,0,0,W,W,W,W,W,W,0,0,0,-5
Liverpool,West Ham,18-08-2001,2,1,H,2001,H,0,0,W,W,W,W,W,W,0,0,0,-12
